timestamp,device,severity,message,label
2025-12-07 07:35:09,R1,7,BGP: New peer session established,0
2025-12-07 21:28:04,R2,7,STP: Topology change detected,0
2025-12-07 22:42:22,SW2,5,OSPF: Neighbor adjacency established,0
2025-12-07 23:13:07,SW3,7,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 10:11:40,SW1,0,PORT-SECURITY: 1 MAC address learned,0
2025-12-10 16:06:42,R2,4,NTP: Time synchronized,0
2025-12-08 18:55:26,FW2,3,SYSLOG: System running normally,0
2025-12-08 02:17:00,SW1,0,DATA-LEAK: Unexpected outbound transfer,1
2025-12-08 14:08:09,FW2,7,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 01:58:58,R3,7,SYSLOG: System running normally,0
2025-12-07 12:03:43,FW2,6,NTP: Time synchronized,0
2025-12-07 12:57:46,FW1,7,OSPF: Neighbor adjacency established,0
2025-12-07 15:01:28,FW2,2,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 04:07:01,FW2,4,BGP: New peer session established,0
2025-12-08 00:31:00,SW2,2,OSPF: Neighbor adjacency established,0
2025-12-10 04:31:43,R1,5,SYSLOG: System running normally,0
2025-12-08 17:16:40,SW3,5,NTP: Time synchronized,0
2025-12-09 01:43:57,R3,0,SECURITY ALERT: Possible intrusion detected,1
2025-12-08 05:41:42,FW2,6,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 07:27:25,SW2,0,CONFIG ERROR: Unexpected configuration rollback,1
2025-12-07 11:15:15,SW3,4,STP: Topology change detected,0
2025-12-08 22:04:52,R1,5,SECURITY ALERT: Possible intrusion detected,1
2025-12-08 13:47:51,R2,7,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-07 11:51:51,R3,7,STP: Topology change detected,0
2025-12-07 16:45:20,R3,6,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 13:56:30,SW2,3,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 16:47:15,SW1,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 07:05:34,FW1,4,STP: Topology change detected,0
2025-12-07 23:58:05,SW2,5,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 23:31:12,FW1,3,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 14:23:36,FW2,1,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 19:56:59,SW1,0,BGP: New peer session established,0
2025-12-09 04:09:50,SW3,1,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 11:40:44,R1,3,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 16:12:32,SW2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 02:42:10,FW1,7,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 00:23:41,R3,4,SECURITY ALERT: Possible intrusion detected,1
2025-12-08 08:02:16,SW2,1,BGP: New peer session established,0
2025-12-09 20:04:41,FW2,5,SYSLOG: System running normally,0
2025-12-10 14:46:13,FW2,1,SYSLOG: System running normally,0
2025-12-07 14:34:20,R1,5,DATA-LEAK: Unexpected outbound transfer,1
2025-12-09 13:14:32,FW2,0,NTP: Time synchronized,0
2025-12-08 18:36:55,R3,3,BGP: New peer session established,0
2025-12-09 13:07:23,FW1,4,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 11:06:39,R1,6,STP: Topology change detected,0
2025-12-09 00:22:21,FW2,3,BGP: New peer session established,0
2025-12-07 15:20:11,FW2,6,DHCP: New lease granted,0
2025-12-10 01:09:01,R1,4,NTP: Time synchronized,0
2025-12-08 04:37:00,R3,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-07 15:44:14,SW3,2,PORT-SECURITY: 1 MAC address learned,0
2025-12-10 10:17:57,FW2,3,NTP: Time synchronized,0
2025-12-09 06:34:59,R2,5,SYSLOG: System running normally,0
2025-12-08 15:31:34,FW2,1,CONFIG ERROR: Unexpected configuration rollback,1
2025-12-08 15:07:56,FW1,4,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 17:20:34,R1,1,STP: Topology change detected,0
2025-12-10 17:10:22,R2,3,STP: Topology change detected,0
2025-12-10 00:15:47,SW3,5,SYSLOG: System running normally,0
2025-12-10 09:31:55,R2,5,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 09:26:11,R3,3,MALWARE: Suspicious binary executed,1
2025-12-09 12:30:10,R1,6,SECURITY ALERT: Possible intrusion detected,1
2025-12-08 15:09:59,FW1,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 12:52:35,R3,3,NTP: Time synchronized,0
2025-12-08 20:18:17,SW2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 15:18:29,FW1,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 03:31:20,SW1,0,NTP: Time synchronized,0
2025-12-08 08:41:43,SW1,1,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-09 22:09:10,SW3,6,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 06:20:44,SW2,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 15:11:42,R3,6,DDOS DETECTED: Abnormal traffic spike,1
2025-12-09 20:53:12,FW2,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 04:01:26,FW1,7,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-10 01:29:04,R1,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-10 11:39:11,SW2,4,SYSLOG: System running normally,0
2025-12-07 12:39:14,R2,6,NTP: Time synchronized,0
2025-12-07 11:44:28,FW2,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-08 20:48:07,R1,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 11:39:35,SW1,4,PORT-SECURITY: 1 MAC address learned,0
2025-12-08 06:39:28,FW1,1,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 21:57:51,FW1,5,STP: Topology change detected,0
2025-12-10 17:53:52,FW2,1,DATA-LEAK: Unexpected outbound transfer,1
2025-12-09 23:20:07,SW1,6,SYSLOG: System running normally,0
2025-12-09 16:33:28,FW2,6,STP: Topology change detected,0
2025-12-07 23:05:06,FW1,4,DHCP: New lease granted,0
2025-12-09 10:51:43,R1,5,STP: Topology change detected,0
2025-12-07 14:48:59,FW2,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 07:46:31,R3,6,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-07 11:33:43,SW2,1,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 00:25:42,SW1,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 19:26:36,R1,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-10 04:18:57,R3,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 20:05:15,R2,0,STP: Topology change detected,0
2025-12-08 03:01:31,R3,0,DHCP: New lease granted,0
2025-12-07 19:08:34,FW2,1,SYSLOG: System running normally,0
2025-12-08 10:08:47,SW3,0,DHCP: New lease granted,0
2025-12-08 04:31:10,R2,0,DHCP: New lease granted,0
2025-12-10 14:50:33,R2,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 14:52:38,R2,2,SYSLOG: System running normally,0
2025-12-09 10:36:40,SW3,6,DHCP: New lease granted,0
2025-12-10 07:06:20,R1,6,BGP: New peer session established,0
2025-12-07 23:09:18,R1,1,DHCP: New lease granted,0
2025-12-07 09:22:52,FW2,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 08:20:37,FW1,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 15:05:26,R2,5,STP: Topology change detected,0
2025-12-10 01:25:27,FW2,4,STP: Topology change detected,0
2025-12-07 22:36:25,SW1,6,NTP: Time synchronized,0
2025-12-08 14:19:08,R2,0,OSPF: Neighbor adjacency established,0
2025-12-07 21:19:43,FW2,2,OSPF: Neighbor adjacency established,0
2025-12-09 13:45:04,R3,0,PORT-SCAN: Multiple SYN packets detected,1
2025-12-08 05:45:09,FW2,7,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-07 08:04:21,R1,7,NTP: Time synchronized,0
2025-12-10 06:18:53,SW2,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 06:17:25,SW2,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 00:25:09,FW1,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-07 10:52:26,SW3,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 15:48:04,R1,6,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-09 06:30:44,R2,3,DHCP: New lease granted,0
2025-12-09 15:03:41,SW1,0,SYSLOG: System running normally,0
2025-12-09 00:53:02,SW1,6,SYSLOG: System running normally,0
2025-12-09 08:35:50,FW2,0,SYSLOG: System running normally,0
2025-12-08 21:31:25,FW1,6,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 23:24:09,R1,4,BGP: New peer session established,0
2025-12-09 03:41:07,R1,7,NTP: Time synchronized,0
2025-12-09 09:36:47,FW1,4,NTP: Time synchronized,0
2025-12-10 03:00:04,SW2,6,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 03:06:40,R3,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-07 16:47:24,R1,6,NTP: Time synchronized,0
2025-12-09 17:17:41,FW2,1,PORT-SECURITY: 1 MAC address learned,0
2025-12-08 12:01:20,SW3,2,OSPF: Neighbor adjacency established,0
2025-12-10 04:17:34,SW1,4,BGP: New peer session established,0
2025-12-09 07:26:59,SW1,5,SYSLOG: System running normally,0
2025-12-07 09:13:44,R2,5,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 11:00:41,SW2,3,PORT-SECURITY: 1 MAC address learned,0
2025-12-10 06:52:42,SW1,7,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-08 13:33:38,SW2,5,OSPF: Neighbor adjacency established,0
2025-12-09 22:19:06,FW2,4,BGP: New peer session established,0
2025-12-09 10:24:05,FW2,3,STP: Topology change detected,0
2025-12-09 11:12:01,SW1,5,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 16:11:12,R2,2,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 06:59:27,R1,4,SYSLOG: System running normally,0
2025-12-07 09:37:05,FW1,7,OSPF: Neighbor adjacency established,0
2025-12-08 22:50:21,FW1,5,MALWARE: Suspicious binary executed,1
2025-12-09 12:22:29,SW2,4,NTP: Time synchronized,0
2025-12-09 21:38:47,SW2,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 07:15:05,R1,3,NTP: Time synchronized,0
2025-12-07 18:34:17,R1,0,OSPF: Neighbor adjacency established,0
2025-12-10 11:44:20,R1,1,OSPF: Neighbor adjacency established,0
2025-12-09 11:57:25,R2,1,PORT-SCAN: Multiple SYN packets detected,1
2025-12-07 08:01:12,FW1,2,DHCP: New lease granted,0
2025-12-10 02:55:45,R2,0,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 05:07:03,R3,2,BGP: New peer session established,0
2025-12-10 17:11:45,R3,2,BGP: New peer session established,0
2025-12-08 23:52:12,SW1,2,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-07 14:18:05,SW2,1,PORT-SCAN: Multiple SYN packets detected,1
2025-12-07 13:09:37,FW1,4,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 08:02:49,FW1,6,DHCP: New lease granted,0
2025-12-07 10:02:00,SW1,0,DDOS DETECTED: Abnormal traffic spike,1
2025-12-08 00:30:09,FW2,0,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 09:09:14,R1,6,PORT-SECURITY: 1 MAC address learned,0
2025-12-08 10:23:07,SW2,5,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-10 04:45:43,SW3,1,DDOS DETECTED: Abnormal traffic spike,1
2025-12-09 16:50:05,SW2,3,NTP: Time synchronized,0
2025-12-10 05:52:16,R3,2,OSPF: Neighbor adjacency established,0
2025-12-09 01:49:21,SW3,1,BGP: New peer session established,0
2025-12-10 01:55:38,R2,7,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 07:56:37,FW1,2,DATA-LEAK: Unexpected outbound transfer,1
2025-12-08 09:10:11,FW2,4,SYSLOG: System running normally,0
2025-12-10 17:41:43,R2,0,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 12:31:58,R2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 08:28:40,R2,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-07 19:46:39,SW1,0,SECURITY ALERT: Possible intrusion detected,1
2025-12-10 00:31:53,SW1,4,SYSLOG: System running normally,0
2025-12-09 20:10:16,FW1,1,OSPF: Neighbor adjacency established,0
2025-12-07 12:09:49,SW2,2,BGP: New peer session established,0
2025-12-08 01:28:04,FW1,0,NTP: Time synchronized,0
2025-12-08 02:41:52,SW2,6,DHCP: New lease granted,0
2025-12-07 12:37:07,FW2,7,OSPF: Neighbor adjacency established,0
2025-12-10 08:59:48,SW2,2,DHCP: New lease granted,0
2025-12-08 15:45:32,SW2,4,SYSLOG: System running normally,0
2025-12-10 07:13:54,R3,6,DHCP: New lease granted,0
2025-12-10 02:44:24,SW3,3,SYSLOG: System running normally,0
2025-12-08 21:15:36,R3,5,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-10 06:36:19,R3,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 16:20:32,FW2,1,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-07 17:18:13,SW3,5,PORT-SCAN: Multiple SYN packets detected,1
2025-12-07 09:10:59,SW3,7,NTP: Time synchronized,0
2025-12-08 22:05:32,SW3,3,DATA-LEAK: Unexpected outbound transfer,1
2025-12-10 15:36:58,R3,3,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-07 08:23:04,SW1,4,DHCP: New lease granted,0
2025-12-08 15:58:48,SW1,3,SYSLOG: System running normally,0
2025-12-09 17:32:23,SW1,3,BGP: New peer session established,0
2025-12-08 01:21:50,SW3,5,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-10 02:46:54,FW2,1,DHCP: New lease granted,0
2025-12-09 01:02:47,R1,4,SYSLOG: System running normally,0
2025-12-09 01:43:28,R3,3,NTP: Time synchronized,0
2025-12-09 20:36:25,R2,7,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 20:09:12,R2,3,STP: Topology change detected,0
2025-12-09 18:49:34,R2,7,BGP: New peer session established,0
2025-12-08 00:45:45,SW3,2,DHCP: New lease granted,0
2025-12-07 17:03:27,R2,1,DHCP: New lease granted,0
2025-12-09 14:39:49,SW2,0,CONFIG ERROR: Unexpected configuration rollback,1
2025-12-07 15:05:01,SW3,1,STP: Topology change detected,0
2025-12-09 22:49:01,FW1,7,DDOS DETECTED: Abnormal traffic spike,1
2025-12-10 13:30:13,R3,2,DHCP: New lease granted,0
2025-12-09 15:43:14,SW3,4,SYSLOG: System running normally,0
2025-12-08 09:40:49,R1,1,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 17:53:19,SW2,4,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 10:49:15,SW3,1,STP: Topology change detected,0
2025-12-10 17:58:46,SW2,6,BGP: New peer session established,0
2025-12-09 08:33:00,R1,6,NTP: Time synchronized,0
2025-12-09 01:12:50,SW1,5,STP: Topology change detected,0
2025-12-08 03:29:56,SW2,4,DATA-LEAK: Unexpected outbound transfer,1
2025-12-08 09:50:33,R3,2,OSPF: Neighbor adjacency established,0
2025-12-08 01:09:45,FW2,4,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-09 19:35:00,R1,6,OSPF: Neighbor adjacency established,0
2025-12-08 08:55:15,SW1,2,NTP: Time synchronized,0
2025-12-10 13:47:39,FW2,0,OSPF: Neighbor adjacency established,0
2025-12-07 08:18:47,SW2,2,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-10 10:15:34,R1,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 00:36:34,R3,5,BGP: New peer session established,0
2025-12-10 14:04:26,SW3,4,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-09 15:53:37,SW2,0,BGP: New peer session established,0
2025-12-09 08:34:47,SW3,6,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-07 14:14:42,R1,7,DATA-LEAK: Unexpected outbound transfer,1
2025-12-10 01:10:35,FW2,2,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 23:03:21,SW2,5,BGP: New peer session established,0
2025-12-10 05:56:05,SW3,5,DHCP: New lease granted,0
2025-12-08 07:29:51,R1,4,NTP: Time synchronized,0
2025-12-10 18:18:28,R3,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 17:34:56,R1,0,DHCP: New lease granted,0
2025-12-08 04:14:12,SW1,7,STP: Topology change detected,0
2025-12-10 04:04:39,SW1,0,STP: Topology change detected,0
2025-12-09 17:41:43,R1,6,SYSLOG: System running normally,0
2025-12-08 02:01:08,SW3,2,PORT-SECURITY: 1 MAC address learned,0
2025-12-10 16:56:13,FW1,1,SECURITY ALERT: Possible intrusion detected,1
2025-12-08 15:20:00,SW3,7,DHCP: New lease granted,0
2025-12-09 20:17:48,R2,4,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 16:24:02,SW2,7,SYSLOG: System running normally,0
2025-12-07 15:13:54,FW2,7,AUTH-FAIL: Multiple invalid SSH attempts,1
2025-12-09 08:45:53,R1,1,BGP: New peer session established,0
2025-12-10 12:22:41,SW1,0,NTP: Time synchronized,0
2025-12-07 10:27:46,R2,4,MALWARE: Suspicious binary executed,1
2025-12-10 05:22:10,SW2,3,PORT-SECURITY: 1 MAC address learned,0
2025-12-07 12:34:47,SW2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-10 11:04:30,FW1,4,NTP: Time synchronized,0
2025-12-08 17:04:14,R2,7,NTP: Time synchronized,0
2025-12-07 22:50:29,R3,1,DHCP: New lease granted,0
2025-12-08 13:14:15,R2,1,OSPF: Neighbor adjacency established,0
2025-12-07 15:09:29,SW3,2,DDOS DETECTED: Abnormal traffic spike,1
2025-12-07 16:59:01,FW2,5,BGP: New peer session established,0
2025-12-08 19:02:15,FW2,2,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-09 14:56:14,R3,1,OSPF: Neighbor adjacency established,0
2025-12-10 14:32:58,R2,1,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-08 11:14:02,SW3,1,DHCP: New lease granted,0
2025-12-10 00:25:21,FW1,3,OSPF: Neighbor adjacency established,0
2025-12-08 10:51:35,FW2,5,STP: Topology change detected,0
2025-12-10 16:55:48,FW2,0,DDOS DETECTED: Abnormal traffic spike,1
2025-12-08 03:20:40,SW2,2,DHCP: New lease granted,0
2025-12-09 05:13:20,SW3,0,DDOS DETECTED: Abnormal traffic spike,1
2025-12-08 04:36:34,SW1,1,NTP: Time synchronized,0
2025-12-09 12:43:26,SW1,5,DATA-LEAK: Unexpected outbound transfer,1
2025-12-08 04:04:36,SW2,5,OSPF: Neighbor adjacency established,0
2025-12-09 18:55:05,R2,2,DDOS DETECTED: Abnormal traffic spike,1
2025-12-08 23:32:09,R2,6,CPU HIGH: 98% utilization for 300 seconds,1
2025-12-08 11:47:18,FW2,3,SYSLOG: System running normally,0
2025-12-10 13:48:03,SW2,4,BGP: New peer session established,0
2025-12-08 15:38:03,SW3,3,PORT-SECURITY: 1 MAC address learned,0
2025-12-09 03:17:12,FW1,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0
2025-12-08 08:40:01,R3,1,STP: Topology change detected,0
2025-12-07 11:53:45,R3,1,SYSLOG: System running normally,0
2025-12-09 03:06:09,FW2,7,STP: Topology change detected,0
2025-12-10 02:21:46,R3,4,NTP: Time synchronized,0
2025-12-08 06:15:23,R3,1,LINK-UP: Interface GigabitEthernet0/1 is up,0
2025-12-10 07:49:37,R1,5,DHCP: New lease granted,0
