timestamp,device,severity,message,label,clean_message,prediction,confidence
2026-01-01 10:36:47,SW3,3,BGP: New peer session established,0,bgp: new peer session established,0,0.003580665
2026-01-02 23:25:04,SW2,7,DATA-LEAK: Unexpected outbound transfer,1,data-leak: unexpected outbound transfer,1,1.0
2026-01-02 17:04:13,R2,7,BGP: New peer session established,0,bgp: new peer session established,0,0.002157927
2026-01-03 02:58:51,FW2,7,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,1.5626642e-11
2026-01-02 11:25:22,R2,4,STP: Topology change detected,0,stp: topology change detected,0,0.016977303
2026-01-01 10:06:48,R1,1,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.3320076e-05
2026-01-02 04:48:50,R1,1,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-01 13:48:58,SW2,1,BGP: New peer session established,0,bgp: new peer session established,0,0.0031274534
2026-01-01 15:39:14,FW1,5,NTP: Time synchronized,0,ntp: time synchronized,1,0.99999833
2025-12-31 22:35:57,SW3,6,SECURITY ALERT: Possible intrusion detected,1,security alert: possible intrusion detected,1,0.9999999
2025-12-31 18:57:05,R2,0,STP: Topology change detected,0,stp: topology change detected,0,0.015420961
2026-01-03 03:24:57,FW2,0,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999993
2026-01-01 18:52:53,SW3,2,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,9.89037e-06
2026-01-03 12:14:19,R1,2,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,6.304673e-08
2026-01-01 07:03:35,FW1,5,BGP: New peer session established,0,bgp: new peer session established,0,0.0027631996
2026-01-03 07:40:54,R1,2,BGP: New peer session established,0,bgp: new peer session established,0,0.0037221843
2025-12-31 07:22:26,R3,0,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,6.024026e-06
2026-01-03 09:40:40,FW2,3,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-03 15:15:29,FW2,5,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,9.869697e-06
2026-01-01 19:11:42,FW1,4,DHCP: New lease granted,0,dhcp: new lease granted,0,1.33299665e-08
2026-01-03 14:12:17,SW3,7,CONFIG ERROR: Unexpected configuration rollback,1,config error: unexpected configuration rollback,1,0.99999726
2026-01-03 06:53:53,R1,4,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.5372965e-05
2026-01-01 04:57:11,SW2,1,DHCP: New lease granted,0,dhcp: new lease granted,0,7.3749566e-09
2026-01-03 14:42:51,FW1,6,DDOS DETECTED: Abnormal traffic spike,1,ddos detected: abnormal traffic spike,0,2.2596414e-05
2026-01-01 12:51:03,SW1,3,SECURITY ALERT: Possible intrusion detected,1,security alert: possible intrusion detected,1,1.0
2026-01-02 01:00:44,R3,7,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,7.7892715e-08
2026-01-01 01:17:11,SW1,7,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,8.354935e-06
2026-01-01 02:30:57,FW2,3,DHCP: New lease granted,0,dhcp: new lease granted,0,1.1318931e-08
2026-01-03 13:45:32,R1,3,SYSLOG: System running normally,0,syslog: system running normally,0,2.113627e-15
2025-12-31 13:12:03,SW2,1,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.3320076e-05
2026-01-02 01:51:51,SW1,6,DHCP: New lease granted,0,dhcp: new lease granted,0,1.7426089e-08
2025-12-31 09:59:18,R1,2,SYSLOG: System running normally,0,syslog: system running normally,0,1.605168e-15
2026-01-01 23:57:40,SW1,6,NTP: Time synchronized,0,ntp: time synchronized,1,0.999997
2026-01-02 03:46:10,R2,5,SYSLOG: System running normally,0,syslog: system running normally,0,2.071655e-15
2026-01-01 05:49:45,FW2,7,SYSLOG: System running normally,0,syslog: system running normally,0,1.318181e-15
2025-12-31 09:07:26,R3,7,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,1.5626642e-11
2026-01-03 14:54:34,FW2,4,DDOS DETECTED: Abnormal traffic spike,1,ddos detected: abnormal traffic spike,0,2.4883371e-05
2025-12-31 06:48:43,FW2,2,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,7.1591254e-11
2026-01-02 18:39:19,FW2,6,DDOS DETECTED: Abnormal traffic spike,1,ddos detected: abnormal traffic spike,0,2.2596414e-05
2025-12-31 18:12:32,R1,3,SYSLOG: System running normally,0,syslog: system running normally,0,2.113627e-15
2026-01-01 14:50:34,R1,5,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,9.869697e-06
2025-12-31 23:38:26,SW3,6,SYSLOG: System running normally,0,syslog: system running normally,0,1.6827473e-15
2026-01-01 12:17:23,FW1,1,SYSLOG: System running normally,0,syslog: system running normally,0,1.177578e-15
2025-12-31 23:19:10,R1,0,MALWARE: Suspicious binary executed,1,malware: suspicious binary executed,1,1.0
2026-01-03 02:11:06,R3,7,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999949
2026-01-02 13:21:09,FW1,7,BGP: New peer session established,0,bgp: new peer session established,0,0.002157927
2026-01-01 14:44:01,R2,1,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,4.6398096e-08
2026-01-01 07:00:30,SW1,1,STP: Topology change detected,0,stp: topology change detected,0,0.01980839
2026-01-03 02:43:23,FW2,1,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,4.6398096e-08
2026-01-01 14:15:41,FW1,0,DHCP: New lease granted,0,dhcp: new lease granted,0,5.5025664e-09
2026-01-02 13:49:56,R3,1,BGP: New peer session established,0,bgp: new peer session established,0,0.0031274534
2026-01-03 07:02:09,FW2,0,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,6.024026e-06
2026-01-01 00:20:18,FW2,1,SYSLOG: System running normally,0,syslog: system running normally,0,1.177578e-15
2026-01-03 12:54:28,R2,6,DATA-LEAK: Unexpected outbound transfer,1,data-leak: unexpected outbound transfer,1,1.0
2026-01-02 07:59:30,SW2,0,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,4.2999486e-11
2026-01-01 11:46:27,SW2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,1.0533439e-05
2026-01-01 13:51:26,R2,2,BGP: New peer session established,0,bgp: new peer session established,0,0.0037221843
2026-01-01 02:02:33,R2,7,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999949
2026-01-01 15:36:23,R2,6,SYSLOG: System running normally,0,syslog: system running normally,0,1.6827473e-15
2025-12-31 21:24:25,R1,6,NTP: Time synchronized,0,ntp: time synchronized,1,0.999997
2025-12-31 10:48:19,SW1,0,BGP: New peer session established,0,bgp: new peer session established,0,0.00235513
2026-01-01 17:51:27,R3,5,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.5269678e-05
2025-12-31 19:28:17,FW2,6,SYSLOG: System running normally,0,syslog: system running normally,0,1.6827473e-15
2026-01-01 09:24:34,SW2,1,BGP: New peer session established,0,bgp: new peer session established,0,0.0031274534
2026-01-02 18:04:49,R2,7,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-02 03:03:16,R2,1,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,8.048162e-06
2025-12-31 15:57:09,SW3,3,DHCP: New lease granted,0,dhcp: new lease granted,0,1.1318931e-08
2026-01-01 23:53:21,FW2,0,DHCP: New lease granted,0,dhcp: new lease granted,0,5.5025664e-09
2026-01-03 06:33:14,SW1,7,DATA-LEAK: Unexpected outbound transfer,1,data-leak: unexpected outbound transfer,1,1.0
2026-01-02 05:25:21,R1,5,STP: Topology change detected,0,stp: topology change detected,0,0.013918142
2026-01-01 00:32:02,SW1,4,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-02 22:31:24,FW2,6,DHCP: New lease granted,0,dhcp: new lease granted,0,1.7426089e-08
2025-12-31 15:26:36,SW3,3,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,1.0676402e-05
2026-01-03 04:53:27,R2,2,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,7.1591254e-11
2026-01-02 10:41:20,FW1,4,CPU HIGH: 98% utilization for 300 seconds,1,cpu high: 98 utilization for 300 seconds,1,0.999951
2026-01-02 16:18:36,R3,3,DHCP: New lease granted,0,dhcp: new lease granted,0,1.1318931e-08
2026-01-03 04:24:39,FW1,3,STP: Topology change detected,0,stp: topology change detected,0,0.020973613
2026-01-01 06:33:40,SW2,2,DDOS DETECTED: Abnormal traffic spike,1,ddos detected: abnormal traffic spike,0,2.591867e-05
2026-01-01 15:11:24,SW1,5,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.5269678e-05
2025-12-31 21:07:56,SW3,4,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,7.239754e-08
2026-01-03 10:00:36,FW2,4,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-03 07:09:05,R3,2,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,6.304673e-08
2026-01-01 21:00:57,SW3,7,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,1.5626642e-11
2025-12-31 14:30:45,SW2,7,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,1.5626642e-11
2026-01-01 12:44:13,FW1,7,STP: Topology change detected,0,stp: topology change detected,0,0.008161203
2026-01-03 14:21:29,SW1,3,SECURITY ALERT: Possible intrusion detected,1,security alert: possible intrusion detected,1,1.0
2026-01-01 16:24:03,FW1,2,DHCP: New lease granted,0,dhcp: new lease granted,0,9.719766e-09
2026-01-01 11:55:36,R3,0,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,3.429603e-08
2026-01-02 06:34:40,FW2,4,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999989
2025-12-31 13:26:19,SW2,5,MALWARE: Suspicious binary executed,1,malware: suspicious binary executed,1,1.0
2026-01-01 19:22:00,SW1,4,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999989
2025-12-31 04:32:47,SW2,4,SYSLOG: System running normally,0,syslog: system running normally,0,2.3261875e-15
2026-01-01 00:43:43,FW1,6,SECURITY ALERT: Possible intrusion detected,1,security alert: possible intrusion detected,1,0.9999999
2025-12-31 18:20:49,R2,4,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,1.0533439e-05
2025-12-31 16:18:36,FW2,2,DHCP: New lease granted,0,dhcp: new lease granted,0,9.719766e-09
2026-01-01 08:36:10,R3,2,STP: Topology change detected,0,stp: topology change detected,0,0.023736486
2026-01-02 08:06:42,FW2,2,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.5996156e-05
2026-01-01 16:13:18,R2,5,BGP: New peer session established,0,bgp: new peer session established,0,0.0027631996
2026-01-01 05:54:15,SW2,2,DHCP: New lease granted,0,dhcp: new lease granted,0,9.719766e-09
2026-01-01 04:00:52,FW1,7,AUTH-FAIL: Multiple invalid SSH attempts,1,auth-fail: multiple invalid ssh attempts,1,1.0
2026-01-01 02:44:10,SW3,4,DHCP: New lease granted,0,dhcp: new lease granted,0,1.33299665e-08
2026-01-01 10:32:32,FW2,2,PORT-SCAN: Multiple SYN packets detected,1,port-scan: multiple syn packets detected,1,1.0
2026-01-03 14:50:38,R3,5,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,7.1337276e-08
2025-12-31 11:47:54,FW2,2,SYSLOG: System running normally,0,syslog: system running normally,0,1.605168e-15
2026-01-01 21:47:43,R3,1,BGP: New peer session established,0,bgp: new peer session established,0,0.0031274534
2026-01-02 06:25:10,SW2,7,DATA-LEAK: Unexpected outbound transfer,1,data-leak: unexpected outbound transfer,1,1.0
2026-01-02 09:22:35,FW1,2,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,7.1591254e-11
2025-12-31 08:48:41,SW1,2,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.5996156e-05
2025-12-31 11:37:36,FW2,3,BGP: New peer session established,0,bgp: new peer session established,0,0.003580665
2026-01-01 06:45:42,R3,1,PORT-SECURITY: 1 MAC address learned,0,port-security: 1 mac address learned,0,5.6848054e-11
2026-01-02 06:21:00,R3,6,NTP: Time synchronized,0,ntp: time synchronized,1,0.999997
2026-01-02 21:05:29,SW1,7,OSPF: Neighbor adjacency established,0,ospf: neighbor adjacency established,0,7.7892715e-08
2026-01-01 09:42:19,SW3,5,LINK-DOWN: Interface GigabitEthernet0/2 is down,0,link-down: interface gigabitethernet0 2 is down,0,9.869697e-06
2026-01-01 14:17:23,SW2,3,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.610726e-05
2026-01-02 22:32:30,FW2,7,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999949
2025-12-31 17:39:56,R1,1,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999994
2026-01-01 23:15:45,SW3,4,BGP: New peer session established,0,bgp: new peer session established,0,0.0032485658
2026-01-02 11:33:47,R2,6,DDOS DETECTED: Abnormal traffic spike,1,ddos detected: abnormal traffic spike,0,2.2596414e-05
2025-12-31 09:15:38,R3,7,NTP: Time synchronized,0,ntp: time synchronized,1,0.9999949
2026-01-01 16:31:33,SW1,0,LINK-UP: Interface GigabitEthernet0/1 is up,0,link-up: interface gigabitethernet0 1 is up,0,1.0196382e-05
2026-01-01 19:24:28,R2,3,DATA-LEAK: Unexpected outbound transfer,1,data-leak: unexpected outbound transfer,1,1.0
